0 	3.55567e-09 	0 	
0.005 	3.54174e-09 	0 	
0.01 	3.53378e-09 	0 	
0.02 	3.5255e-09 	0 	
0.04 	3.52868e-09 	0 	
0.08 	3.53929e-09 	0 	
0.16 	3.54354e-09 	0 	
0.32 	3.54437e-09 	0 	
0.64 	3.54359e-09 	0 	
1.14 	3.54463e-09 	0 	
1.64 	3.5439e-09 	0 	
2.14 	3.54402e-09 	0 	
2.64 	3.54441e-09 	0 	
3.14 	3.54387e-09 	0 	
3.64 	3.54426e-09 	0 	
4.14 	3.54389e-09 	0 	
4.64 	3.54433e-09 	0 	
5 	3.54397e-09 	0 	
5 	0.160457 	0.18 	
5 	0.459302 	0.54 	
5 	0.513373 	0.63 	
5 	0.52342 	0.6525 	
5 	0.503083 	0.6975 	
5 	0.520655 	0.7875 	
5.00001 	0.74805 	0.9675 	
5.00001 	0.888946 	1.28351 	
5.00001 	0.907571 	1.33817 	
5.00001 	0.948534 	1.44749 	
5.00001 	1.12909 	1.66613 	
5.00001 	1.19142 	1.8 	
5.00001 	1.1536 	1.8 	
5.00001 	1.09167 	1.8 	
5.00001 	1.0148 	1.8 	
5.00001 	0.917757 	1.8 	
5.00002 	0.828081 	1.8 	
5.00002 	0.705668 	1.8 	
5.00003 	0.571012 	1.8 	
5.00005 	0.455634 	1.8 	
5.00009 	0.351138 	1.8 	
5.00015 	0.269936 	1.8 	
5.00024 	0.226681 	1.8 	
5.00036 	0.197175 	1.8 	
5.00058 	0.173994 	1.8 	
5.00095 	0.158393 	1.8 	
5.00157 	0.143331 	1.8 	
5.00258 	0.118977 	1.8 	
5.00461 	0.0803272 	1.8 	
5.00868 	0.0250535 	1.8 	
5.0168 	-0.0344451 	1.8 	
5.03305 	-0.0774787 	1.8 	
5.06554 	-0.167831 	1.8 	
5.1132 	-0.249732 	1.8 	
5.17611 	1.40895 	1.8 	
5.23313 	1.80406 	1.8 	
5.29248 	1.77956 	1.8 	
5.36206 	1.80613 	1.8 	
5.42659 	1.79638 	1.8 	
5.55566 	1.80252 	1.8 	
5.81379 	1.79786 	1.8 	
6.31379 	1.80195 	1.8 	
6.81379 	1.79822 	1.8 	
7.31379 	1.8016 	1.8 	
7.81379 	1.79857 	1.8 	
8.31379 	1.80126 	1.8 	
8.81379 	1.7989 	1.8 	
9.31379 	1.80091 	1.8 	
9.81379 	1.79926 	1.8 	
9.9 	1.80027 	1.8 	
9.92 	1.79995 	1.8 	
9.96 	1.79993 	1.8 	
10.04 	1.8 	1.8 	
10.1 	1.79997 	1.8 	
10.116 	1.79999 	1.8 	
10.148 	1.79999 	1.8 	
10.212 	1.8 	1.8 	
10.34 	1.8 	1.8 	
10.596 	1.80002 	1.8 	
11.096 	1.80016 	1.8 	
11.596 	1.801 	1.8 	
12.096 	1.80482 	1.8 	
12.596 	1.81574 	1.8 	
13.096 	1.81773 	1.8 	
13.596 	0.055538 	1.8 	
13.9996 	-0.0369217 	1.8 	
14.4202 	0.0352783 	1.8 	
14.9162 	-0.031787 	1.8 	
15.4162 	0.0305634 	1.8 	
15.9162 	-0.0279836 	1.8 	
16.4162 	0.0268123 	1.8 	
16.9162 	-0.0246765 	1.8 	
17.4162 	0.0235939 	1.8 	
17.9162 	-0.0217863 	1.8 	
18.4162 	0.0207919 	1.8 	
18.9162 	-0.0192476 	1.8 	
19.4162 	0.0183391 	1.8 	
19.9 	-0.0169772 	1.8 	
19.91 	-0.00693555 	1.8 	
19.93 	0.00117776 	1.8 	
19.97 	-0.000508566 	1.8 	
20 	0.000177088 	1.8 	
20 	-0.0190091 	1.62 	
20 	-0.0718063 	1.26 	
20 	-0.367436 	0.698877 	
20 	-1.3544 	0.158837 	
20 	-1.78106 	0 	
20 	-1.78061 	0 	
20 	-1.77359 	0 	
20 	-1.75071 	0 	
20 	-1.71378 	0 	
20 	-1.70169 	0 	
20 	-1.67348 	0 	
20 	-1.61044 	0 	
20 	-1.48719 	0 	
20 	-1.26189 	0 	
20 	-0.916593 	0 	
20 	-0.537361 	0 	
20 	-0.311339 	0 	
20.0001 	-0.270415 	0 	
20.0001 	-0.242658 	0 	
20.0001 	-0.202378 	0 	
20.0002 	-0.16499 	0 	
20.0004 	-0.143884 	0 	
20.0006 	-0.138199 	0 	
20.0009 	-0.129937 	0 	
20.0015 	-0.119971 	0 	
20.0027 	-0.0971903 	0 	
20.005 	-0.0652635 	0 	
20.0098 	-0.020116 	0 	
20.0192 	0.01055 	0 	
20.038 	0.0161127 	0 	
20.0757 	0.00277135 	0 	
20.1 	0.00253611 	0 	
20.1075 	0.00139069 	0 	
20.1226 	0.000853286 	0 	
20.1528 	0.000307964 	0 	
20.2131 	2.43279e-05 	0 	
20.3337 	-2.16279e-05 	0 	
20.575 	2.09063e-05 	0 	
21.0576 	-1.87223e-05 	0 	
21.5576 	1.89906e-05 	0 	
22.0576 	-1.68966e-05 	0 	
22.5576 	1.72416e-05 	0 	
23.0576 	-1.52801e-05 	0 	
23.5576 	1.51789e-05 	0 	
24.0576 	-1.44171e-05 	0 	
24.5576 	1.24665e-05 	0 	
25.0576 	-1.46513e-05 	0 	
25.5576 	9.58171e-06 	0 	
26.0576 	-1.36162e-05 	0 	
26.5576 	8.99109e-06 	0 	
27.0576 	-1.12836e-05 	0 	
27.5576 	8.79728e-06 	0 	
28.0576 	-9.44918e-06 	0 	
28.5576 	8.19293e-06 	0 	
29.0576 	-8.17792e-06 	0 	
29.5576 	7.40487e-06 	0 	
29.9 	-7.01218e-06 	0 	
29.92 	-1.79866e-06 	0 	
29.96 	6.83268e-07 	0 	
30.04 	-6.17977e-07 	0 	
30.1 	2.47616e-07 	0 	
30.116 	2.52679e-08 	0 	
30.148 	-1.43874e-07 	0 	
30.212 	-6.14375e-08 	0 	
30.34 	-1.09555e-07 	0 	
30.596 	-5.4893e-08 	0 	
31.096 	-8.43707e-08 	0 	
31.596 	-3.00383e-08 	0 	
32.096 	-6.73605e-08 	0 	
32.596 	-1.56377e-08 	0 	
33.096 	-5.38945e-08 	0 	
33.596 	-5.91777e-09 	0 	
34.096 	-4.27696e-08 	0 	
34.596 	8.68508e-10 	0 	
35 	-3.40563e-08 	0 	
35 	0.160209 	0.18 	
35 	0.455985 	0.54 	
35 	0.509444 	0.63 	
35 	0.519764 	0.6525 	
35 	0.520704 	0.6975 	
35 	0.522317 	0.7875 	
