0 	3.5441e-09 	0 	0 	0 	0 	
0.03 	3.54411e-09 	7.50567e-11 	7.50235e-11 	0.00962497 	0.00962497 	
0.06 	3.54411e-09 	1.48511e-10 	1.48488e-10 	0.0192441 	0.0192441 	
0.12 	3.54411e-09 	2.92337e-10 	2.92283e-10 	0.0384722 	0.0384722 	
0.24 	3.5441e-09 	5.62075e-10 	5.62039e-10 	0.0768697 	0.0768697 	
0.48 	3.54407e-09 	1.037e-09 	1.03703e-09 	0.153432 	0.153432 	
0.96 	3.5441e-09 	1.77675e-09 	1.77671e-09 	0.30557 	0.30557 	
1.92 	3.54411e-09 	2.68569e-09 	2.68565e-09 	0.605294 	0.605294 	
3.84 	3.5441e-09 	3.38799e-09 	3.38797e-09 	1.16936 	1.16936 	
6.84 	3.54411e-09 	3.55018e-09 	3.55023e-09 	1.69552 	1.69552 	
9.84 	3.5441e-09 	3.54386e-09 	3.54382e-09 	1.80256 	1.80256 	
12.7805 	3.54409e-09 	3.54419e-09 	3.54419e-09 	1.79986 	1.79986 	
15.7805 	3.54412e-09 	3.54402e-09 	3.54403e-09 	1.8 	1.8 	
18.7805 	3.5441e-09 	3.5441e-09 	3.54411e-09 	1.80001 	1.80001 	
21.7805 	3.54409e-09 	3.54411e-09 	3.54409e-09 	1.79999 	1.79999 	
24.7805 	3.54411e-09 	3.54409e-09 	3.54412e-09 	1.80001 	1.80001 	
27.7805 	3.54411e-09 	3.54412e-09 	3.54409e-09 	1.79999 	1.79999 	
30.7805 	3.5441e-09 	3.5441e-09 	3.54411e-09 	1.80001 	1.80001 	
33.7805 	3.54409e-09 	3.5441e-09 	3.54409e-09 	1.79999 	1.79999 	
36.7805 	3.54411e-09 	3.5441e-09 	3.5441e-09 	1.80001 	1.80001 	
39.7805 	3.5441e-09 	3.5441e-09 	3.54411e-09 	1.79999 	1.79999 	
42.7805 	3.54412e-09 	3.5441e-09 	3.54411e-09 	1.80001 	1.80001 	
45.7805 	3.5441e-09 	3.54411e-09 	3.54408e-09 	1.79999 	1.79999 	
48.7805 	3.54409e-09 	3.54409e-09 	3.54412e-09 	1.80001 	1.80001 	
50 	3.54408e-09 	3.54418e-09 	3.54415e-09 	1.79999 	1.79999 	
50.1 	3.54409e-09 	3.54416e-09 	3.54417e-09 	1.8 	1.8 	
50.3 	3.5441e-09 	3.54417e-09 	3.54417e-09 	1.8 	1.8 	
50.566 	3.54414e-09 	3.54419e-09 	3.54421e-09 	1.8 	1.8 	
50.8502 	3.54412e-09 	3.54421e-09 	3.54419e-09 	1.8 	1.8 	
51 	3.5441e-09 	3.54412e-09 	3.54493e-09 	1.8 	1.8 	
51.0261 	3.54408e-09 	3.54414e-09 	3.55733e-09 	1.80001 	1.8 	
51.0784 	3.54405e-09 	3.54416e-09 	3.5262e-09 	1.80001 	1.79999 	
51.1457 	3.54407e-09 	3.54413e-09 	3.5308e-09 	1.80002 	1.80001 	
51.2222 	3.54409e-09 	3.54406e-09 	3.4812e-09 	1.79997 	1.80002 	
51.2734 	3.54409e-09 	3.54413e-09 	3.04514e-09 	1.79973 	1.79988 	
51.3223 	3.5441e-09 	3.54421e-09 	3.18604e-09 	1.79919 	1.79935 	
51.3862 	3.54412e-09 	3.54421e-09 	1.29524e-08 	1.80195 	1.80108 	
51.4474 	3.54403e-09 	3.54353e-09 	-5.37441e-09 	1.80802 	1.80609 	
51.4931 	3.54399e-09 	3.54287e-09 	-1.01999e-07 	1.80846 	1.8093 	
51.5499 	3.5448e-09 	3.54898e-09 	-7.30221e-08 	1.79837 	1.80399 	
51.6094 	3.54299e-09 	3.53888e-09 	-6.65107e-08 	1.78152 	1.78929 	
51.6808 	3.54637e-09 	3.55997e-09 	1.29652e-06 	1.75921 	1.76756 	
51.7829 	3.53905e-09 	3.50695e-09 	9.55508e-07 	1.72644 	1.73499 	
51.882 	3.55211e-09 	3.58889e-09 	-1.71692e-06 	1.69453 	1.7031 	
51.9948 	3.53694e-09 	3.5205e-09 	-2.76683e-05 	1.65823 	1.66681 	
52.0992 	3.54898e-09 	3.563e-09 	0.000110602 	1.6247 	1.63328 	
52.2104 	3.53623e-09 	3.47896e-09 	0.000112615 	1.58903 	1.59759 	
52.2843 	3.56492e-09 	3.68995e-09 	-0.00280333 	1.56536 	1.57393 	
52.3541 	3.51678e-09 	3.40225e-09 	-0.00159232 	1.54306 	1.55162 	
52.4223 	3.56436e-09 	3.61901e-09 	0.0138183 	1.52126 	1.52981 	
52.4933 	3.53774e-09 	3.52118e-09 	0.0365025 	1.49862 	1.50716 	
52.5972 	3.54245e-09 	3.54393e-09 	0.069757 	1.4655 	1.47403 	
52.7022 	3.55061e-09 	3.55584e-09 	0.103301 	1.43212 	1.44063 	
52.9121 	3.53583e-09 	3.52908e-09 	0.170178 	1.36556 	1.37405 	
53.3319 	3.55301e-09 	3.56045e-09 	0.303202 	1.23329 	1.24171 	
54.1716 	3.53485e-09 	3.52712e-09 	0.565779 	0.973222 	0.981447 	
55.8509 	3.55346e-09 	3.56134e-09 	1.06917 	0.505848 	0.512276 	
58.3958 	3.53464e-09 	3.52678e-09 	1.60174 	0.100842 	0.103188 	
60.82 	3.55364e-09 	3.56161e-09 	1.77837 	0.00998819 	0.0102878 	
61.6004 	3.53432e-09 	3.52602e-09 	1.78814 	0.00562075 	0.00579225 	
62.4331 	3.5541e-09 	3.56251e-09 	1.79381 	0.0030317 	0.00312222 	
63.3505 	3.53394e-09 	3.52545e-09 	1.79699 	0.00152663 	0.00157439 	
65.1853 	3.55437e-09 	3.5629e-09 	1.79947 	0.000311532 	0.00031958 	
68.1853 	3.53382e-09 	3.52513e-09 	1.80003 	-1.20703e-05 	-1.10383e-05 	
71.1853 	3.55444e-09 	3.56314e-09 	1.8 	3.53786e-07 	-1.00217e-06 	
74.1853 	3.53372e-09 	3.52498e-09 	1.79999 	1.35508e-07 	1.50727e-06 	
77.1853 	3.55451e-09 	3.56332e-09 	1.80001 	-1.62768e-07 	-1.5349e-06 	
80.1853 	3.53365e-09 	3.52484e-09 	1.79999 	1.85411e-07 	1.55883e-06 	
83.1853 	3.5546e-09 	3.56343e-09 	1.80001 	-1.92455e-07 	-1.56622e-06 	
86.1853 	3.53358e-09 	3.5247e-09 	1.79999 	2.12721e-07 	1.58732e-06 	
89.1853 	3.55466e-09 	3.56358e-09 	1.80001 	-2.18207e-07 	-1.59338e-06 	
92.1853 	3.5335e-09 	3.52457e-09 	1.79999 	2.37019e-07 	1.61276e-06 	
95.1853 	3.55476e-09 	3.56369e-09 	1.80001 	-2.41158e-07 	-1.6176e-06 	
98.1853 	3.53342e-09 	3.52448e-09 	1.79999 	2.58687e-07 	1.63553e-06 	
100 	3.55481e-09 	3.56382e-09 	1.80001 	-2.67836e-07 	-1.64579e-06 	
100.1 	3.5436e-09 	3.54391e-09 	1.8 	4.87462e-08 	3.95927e-08 	
100.3 	3.54441e-09 	3.54445e-09 	1.8 	-1.67378e-08 	-9.58691e-09 	
100.566 	3.54399e-09 	3.54382e-09 	1.8 	1.55663e-08 	1.32002e-08 	
100.85 	3.54418e-09 	3.54442e-09 	1.8 	3.0806e-07 	3.93661e-10 	
101 	3.54414e-09 	3.5439e-09 	1.8 	-4.67547e-06 	5.63314e-09 	
101.026 	3.54407e-09 	3.54395e-09 	1.8 	-6.41641e-06 	5.85619e-09 	
101.079 	3.54415e-09 	3.54415e-09 	1.8 	-1.82048e-05 	4.89084e-09 	
101.163 	3.54409e-09 	3.54401e-09 	1.8 	4.04477e-05 	4.6508e-09 	
101.248 	3.5441e-09 	3.54419e-09 	1.8 	0.000264765 	4.46939e-09 	
101.336 	3.5441e-09 	3.54411e-09 	1.8 	-4.72189e-05 	4.57962e-09 	
101.408 	3.5441e-09 	3.54413e-09 	1.8 	-0.00298211 	4.42447e-09 	
101.475 	3.54413e-09 	3.54427e-09 	1.8 	-0.00216548 	4.43564e-09 	
101.536 	3.54405e-09 	3.54377e-09 	1.8 	0.0107115 	4.42054e-09 	
