0 	0 	0 	0 	0 	
1e-07 	1.49178e-07 	0 	0.018 	0 	
2e-07 	4.07086e-07 	0 	0.036 	0 	
4e-07 	1.10003e-06 	0 	0.072 	0 	
8e-07 	3.29545e-06 	0 	0.144 	0 	
1.6e-06 	9.348e-06 	0 	0.288 	0 	
3.2e-06 	2.26791e-05 	0 	0.576 	0 	
6.4e-06 	4.76922e-05 	0 	1.152 	0 	
1e-05 	7.40443e-05 	0 	1.8 	0 	
1.04991e-05 	7.54647e-05 	0 	1.8 	0 	
1.14973e-05 	7.58819e-05 	0 	1.8 	0 	
1.34937e-05 	7.13832e-05 	0 	1.8 	0 	
1.67349e-05 	6.43065e-05 	0 	1.8 	0 	
2.08987e-05 	5.67071e-05 	0 	1.8 	0 	
2.92262e-05 	4.44317e-05 	0 	1.8 	0 	
4.58811e-05 	2.8216e-05 	0 	1.8 	0 	
7.91911e-05 	1.2168e-05 	0 	1.8 	0 	
0.000145811 	3.81246e-06 	0 	1.8 	0 	
0.000225762 	3.84207e-06 	0 	1.8 	0 	
0.000351715 	3.85959e-06 	0 	1.8 	0 	
0.000577106 	3.60978e-06 	0 	1.8 	0 	
0.000957492 	3.62778e-06 	0 	1.8 	0 	
0.00157485 	3.12731e-06 	0 	1.8 	0 	
0.00261297 	2.70993e-06 	0 	1.8 	0 	
0.00468922 	1.91705e-06 	0 	1.8 	0 	
0.0088417 	1.44761e-06 	0 	1.8 	0 	
0.0171467 	1.12995e-06 	0 	1.8 	0 	
0.0337566 	8.98483e-07 	0 	1.8 	0 	
0.0669765 	-6.37991e-07 	0 	1.8 	0 	
0.125311 	-2.09963e-06 	0 	1.8 	0 	
0.185178 	-2.8534e-06 	0 	1.8 	0 	
0.254289 	-3.57113e-06 	0 	1.8 	0 	
0.362979 	-2.21375e-06 	0 	1.8 	0 	
0.476297 	-9.95276e-07 	0 	1.8 	0 	
0.581377 	-2.53745e-06 	0 	1.8 	0 	
0.71035 	4.09519e-07 	0 	1.8 	0 	
0.968295 	-1.31332e-06 	0 	1.8 	0 	
1.33039 	1.68481e-06 	0 	1.8 	0 	
2.05458 	-9.78133e-09 	0 	1.8 	0 	
3.05457 	2.27836e-06 	0 	1.8 	0 	
4.05457 	-2.70618e-08 	0 	1.8 	0 	
5.05457 	1.99659e-06 	0 	1.8 	0 	
6.05457 	-1.77623e-07 	0 	1.8 	0 	
7.05457 	1.85381e-06 	0 	1.8 	0 	
8 	-2.01275e-07 	0 	1.8 	0 	
8 	-1.69812e-07 	0 	1.8 	0 	
8 	-1.44186e-07 	0 	1.8 	0 	
8.00001 	-1.38984e-07 	0 	1.8 	0 	
8.00001 	-1.26626e-07 	0 	1.8 	0 	
8.00001 	-1.25561e-07 	0 	1.8 	0 	
8.00001 	-1.22339e-07 	0 	1.8 	0 	
8.00002 	-1.15072e-07 	0 	1.8 	0 	
8.00002 	-1.03357e-07 	0 	1.8 	0 	
