0 	1.8 	1.8 	1.8 	1.8 	0 	
1e-05 	1.8 	1.8 	1.8 	1.8 	0 	
2e-05 	1.8 	1.8 	1.8 	1.8 	0 	
4e-05 	1.8 	1.8 	1.8 	1.8 	0 	
8e-05 	1.8 	1.8 	1.8 	1.8 	0 	
0.00016 	1.8 	1.8 	1.8 	1.8 	0 	
0.00032 	1.8 	1.8 	1.8 	1.8 	0 	
0.00064 	1.8 	1.8 	1.8 	1.8 	0 	
0.00128 	1.8 	1.8 	1.8 	1.8 	0 	
0.00228 	1.8 	1.8 	1.8 	1.8 	0 	
0.00328 	1.8 	1.8 	1.8 	1.8 	0 	
0.00428 	1.8 	1.8 	1.8 	1.8 	0 	
0.00528 	1.8 	1.8 	1.8 	1.8 	0 	
0.00628 	1.8 	1.8 	1.8 	1.8 	0 	
0.00728 	1.8 	1.8 	1.8 	1.8 	0 	
0.00828 	1.8 	1.8 	1.8 	1.8 	0 	
0.00928 	1.8 	1.8 	1.8 	1.8 	0 	
0.01028 	1.8 	1.8 	1.8 	1.8 	0 	
0.01128 	1.8 	1.8 	1.8 	1.8 	0 	
0.01228 	1.8 	1.8 	1.8 	1.8 	0 	
0.01328 	1.8 	1.8 	1.8 	1.8 	0 	
0.01428 	1.8 	1.8 	1.8 	1.8 	0 	
0.01528 	1.8 	1.8 	1.8 	1.8 	0 	
0.01628 	1.8 	1.8 	1.8 	1.8 	0 	
0.01728 	1.8 	1.8 	1.8 	1.8 	0 	
0.01828 	1.8 	1.8 	1.8 	1.8 	0 	
0.01928 	1.8 	1.8 	1.8 	1.8 	0 	
0.02028 	1.8 	1.8 	1.8 	1.8 	0 	
0.02128 	1.8 	1.8 	1.8 	1.8 	0 	
0.02228 	1.8 	1.8 	1.8 	1.8 	0 	
0.02328 	1.8 	1.8 	1.8 	1.8 	0 	
0.02428 	1.8 	1.8 	1.8 	1.8 	0 	
0.02475 	1.8 	1.8 	1.8 	1.8 	0 	
