0 	1.8 	
0.01 	1.8 	
0.02 	1.8 	
0.03 	1.8 	
0.04 	1.8 	
0.05 	1.8 	
0.06 	1.8 	
0.07 	1.8 	
0.08 	1.8 	
0.09 	1.8 	
0.1 	1.8 	
0.11 	1.8 	
0.12 	1.8 	
0.13 	1.8 	
0.14 	1.8 	
0.15 	1.8 	
0.16 	1.8 	
0.17 	1.8 	
0.18 	1.8 	
0.19 	1.8 	
0.2 	1.8 	
0.21 	1.8 	
0.22 	1.8 	
0.23 	1.8 	
0.24 	1.8 	
0.25 	1.8 	
0.26 	1.8 	
0.27 	1.8 	
0.28 	1.8 	
0.29 	1.8 	
0.3 	1.8 	
0.31 	1.8 	
0.32 	1.8 	
0.33 	1.8 	
0.34 	1.79999 	
0.35 	1.79999 	
0.36 	1.79999 	
0.37 	1.79999 	
0.38 	1.79998 	
0.39 	1.79997 	
0.4 	1.79996 	
0.41 	1.79995 	
0.42 	1.79993 	
0.43 	1.7999 	
0.44 	1.79986 	
0.45 	1.79981 	
0.46 	1.79975 	
0.47 	1.79966 	
0.48 	1.79954 	
0.49 	1.79938 	
0.5 	1.79917 	
0.51 	1.7989 	
0.52 	1.79854 	
0.53 	1.79808 	
0.54 	1.79748 	
0.55 	1.79673 	
0.56 	1.79577 	
0.57 	1.79456 	
0.58 	1.79304 	
0.59 	1.79116 	
0.6 	1.78882 	
0.61 	1.78595 	
0.62 	1.78242 	
0.63 	1.77811 	
0.64 	1.77285 	
0.65 	1.76644 	
0.66 	1.75863 	
0.67 	1.74912 	
0.68 	1.73747 	
0.69 	1.72312 	
0.7 	1.70527 	
0.71 	1.68263 	
0.72 	1.65302 	
0.73 	1.612 	
0.74 	1.54898 	
0.75 	1.44746 	
0.76 	1.32324 	
0.77 	1.19434 	
0.78 	1.06448 	
0.79 	0.93553 	
0.8 	0.80847 	
0.81 	0.684008 	
0.82 	0.562871 	
0.83 	0.446169 	
0.84 	0.336139 	
0.85 	0.238071 	
0.86 	0.164517 	
0.87 	0.121996 	
0.88 	0.0977029 	
0.89 	0.0815104 	
0.9 	0.0695048 	
0.91 	0.0600475 	
0.92 	0.0523797 	
0.93 	0.0459769 	
0.94 	0.0405392 	
0.95 	0.0358631 	
0.96 	0.0318021 	
0.97 	0.0282479 	
0.98 	0.025118 	
0.99 	0.0223479 	
1 	0.0198864 	
1.01 	0.0176922 	
1.02 	0.0157314 	
1.03 	0.0139759 	
1.04 	0.0124022 	
1.05 	0.0109903 	
1.06 	0.0097231 	
1.07 	0.00858598 	
1.08 	0.00756611 	
1.09 	0.00665226 	
1.1 	0.0058345 	
1.11 	0.00510399 	
1.12 	0.00445278 	
1.13 	0.00387367 	
1.14 	0.00336011 	
1.15 	0.00290606 	
1.16 	0.00250598 	
1.17 	0.00215471 	
1.18 	0.00184745 	
1.19 	0.00157973 	
1.2 	0.00134739 	
1.21 	0.00114656 	
1.22 	0.000973637 	
1.23 	0.000825314 	
1.24 	0.000698545 	
1.25 	0.000590557 	
1.26 	0.000498844 	
1.27 	0.000421157 	
1.28 	0.000355496 	
1.29 	0.000300099 	
1.3 	0.000253424 	
1.31 	0.000214134 	
1.32 	0.000181075 	
1.33 	0.000153262 	
1.34 	0.000129857 	
1.35 	0.000110151 	
1.36 	9.35443e-05 	
1.37 	7.95364e-05 	
1.38 	6.77063e-05 	
1.39 	5.77025e-05 	
1.4 	4.92316e-05 	
1.41 	4.20487e-05 	
1.42 	3.59493e-05 	
1.43 	3.07629e-05 	
1.44 	2.63468e-05 	
1.45 	2.25819e-05 	
1.46 	1.93681e-05 	
1.47 	1.66217e-05 	
1.48 	1.42721e-05 	
1.49 	1.226e-05 	
1.5 	1.05353e-05 	
1.51 	9.05567e-06 	
1.52 	7.78535e-06 	
1.53 	6.69395e-06 	
1.54 	5.75566e-06 	
1.55 	4.94854e-06 	
1.56 	4.2539e-06 	
1.57 	3.6558e-06 	
1.58 	3.14062e-06 	
1.59 	2.69673e-06 	
1.6 	2.31415e-06 	
1.61 	1.98438e-06 	
1.62 	1.70008e-06 	
1.63 	1.45499e-06 	
1.64 	1.24371e-06 	
1.65 	1.06163e-06 	
1.66 	9.04748e-07 	
1.67 	7.69658e-07 	
1.68 	6.53407e-07 	
1.69 	5.53458e-07 	
1.7 	4.67621e-07 	
1.71 	3.94006e-07 	
1.72 	3.3098e-07 	
1.73 	2.77128e-07 	
1.74 	2.31226e-07 	
1.75 	1.92206e-07 	
1.76 	1.59141e-07 	
1.77 	1.31222e-07 	
1.78 	1.07738e-07 	
1.79 	8.80705e-08 	
1.8 	7.1674e-08 	
